Date,Author,Body,Heading,Rating,Location
2020-12-11,Becky,"If you're a millennial like me, you prefer to chat via text to any other type of communication. Whatsapp is perfect for this and it's so intuitive even my mom can use it (she's 60!). I love that they have a desktop version too.",Best way to keep in touch with your close ones,5,US
2023-03-18,Tamasine Smith,Exactly as others have written. Customer support is completely rubbish and inappropriate. Just pump out standard responses without reading the problem then close the chat without resolving anything. I also can’t add numbers without someone messaging me first. This is disrupting my business for which I use WhatsApp a lot. The actual messaging and video side is great but service is non existent,Rubbish service - Exactly as others have written,1,GB
2021-01-08,KEITH BOND,"In general, I like WhatsApp. It has it's faults, but would miss not having it. Of great concern is their latest Privacy Laws. If you don't accept them you can't use the service. The main issue, the complete opposite to privacy, in that they will be sharing all your personal information on other platforms, including mobile phone numbers. Very intrusive.",Be Aware of New Privacy Rules,3,GB
2024-02-09,Rob,"Waste of time. Entire platform relies on shody automation. It's clear they have made sacrifices to cut costs which allows scammers to proliferate and operate en-masse at the cost of genuine user experience.

I had a number banned because I was communicating with a pig butchering scammer and they had reported me - yes, of course the scammer is still operating without any hinderence. I tried putting through an explanation to their support and their shody automation told me the typical ""we know what you did"" response without any review.

It's clear Meta's strategy here is to use garbage automation that relies on a reputation system and then expect users to change their numbers instead since they offer no meaningful support for the issues they cause.",Waste of time - Just use Signal,1,NZ
2019-12-28,Kathleen Waldner,I can't use my 605 number to open what's app and ive used it before I just got a different phone now I can't use it anymore ...,I can use my 605 numver to open what's…,1,US
2020-08-11,Julia S,Reasonably happy with the app until trying to transfer from Android to iphone. This is a common issue – why on earth they don't address the incompatibility is beyond me. Godawful customer service. Now I have the choice to lose 10 years of chats or pay a dodgy third-party app that may or may not work. Wish I'd gone for a different chat app in the first place.,Reasonably happy with the app until…,1,GB
2018-10-04,Greg Angus,"I have people in other countries trying to contact me. When they enter my number, they get a message that my number is ""unregistered"".   Prior to giving my number to these folks, I successfully registered with the app. At least the app said I did.

I wrote them a week ago for help, and have not made any progress. I've supplied all the information asked for.  I don't believe there is any follow-up at this company.   My emails supplying what they want to know are ignored, and I am still not working.",I feel sorry for anyone who has to deal with support of this app.,2,US
2024-05-03,Brassed off,"Has whatsapp been sold to gangsters? After my phone exploded in flames I tried to set up my whatsapp account on my new phone. After 3 days of wasting my precious time, I suspect wa will not work on my phone; the whatsapp website will not tell me which phones are compatible, nor does it have any useful advice. Whatsapp does not want customers apparently. It is always sad to see a good service going down the toilet usually it is because some snooty idiot, a free rape market entrepreneur, grabs power in the board. Is whatsapp now the Trump of apps?",Has whatsapp been sold to gangsters,1,GB
2020-01-02,Andrew Couronne,It's a shame that you allow nations such as Wales or Scotland to have their flag emojis but you don't allow Basque Country (Euzkadi) to have its flag emoji despite thousands and thousands of signatures requesting it. Shame on WhatsApp!,It's a shame that you allow nations…,2,ES
2020-01-03,Ravan,"I'am giving 3 stars bcoz for a while i'am facing few spam msgs from unknown ppl. every time i block d number i get it in different number. i request the whats app group to look into those number n ban them.
And one more thing is to request u ppl to raise the bars for number of sharing info to ppl from 5 to 10 o 15.
Bcoz wen u have contacts over 60 to 70, its difficult to reply every one wen it is limited to only 5 members. 
And the last request is plz don't block us for a day or more ""unnecessarily"" without giving any reasons, and tell us to search in the links, thats a difficult part. Or give the answer dirrectly.",I'am giving 3 stars bcoz for …,3,IN
2020-01-02,Nilasri Chakrabarty,Unnecessarily blocking user. Having no proper reason as well... We are accepting u as our means of communication that doesn't mean u will do whatever u like.,Unnecessarily blocking user,1,IN
2021-12-27,Aptivi,"My family has been using WhatsApp ever since they got their hands on their first Android phone somewhere around 2012-2014, and they're still using it for communication. I hate to admit that I was the last in person who officially started using WhatsApp in late 2020, despite having my first Android phone in 2014.

They all use this app to communicate with family members and friends. I use it personally to do the same thing. However, as a student, I tend to use this app more for communication with classmates and best friends and being in the group of our class for updates regarding studying.

However, I was subject to a Syrian harasser who's not in my school and a person whose name I don't know who added me to a group without my permission which has a group of morons who's ready to harass me and their victims. I left and reported the group, blocked the person, reported them, and I never heard from them since.

My phone is rooted and WhatsApp worked as if nothing happened for more than a year. I can receive and send messages as usual. I can even send messages to a classmate who's using an iPhone and receive messages to Android. That is cross-platform messaging (Send on iOS and receive on Android, or the other way around).

The other flaw is that you need to update the app constantly, as failure in doing this step may lead to the app telling the user to update before starting again.

When it comes to notifications, it's very smart. Turn off your WiFi and/or data, wait for your group or your contacts to send you messages in the meantime, then turn on the WiFi and/or data. An influx of notifications that shows that you've received these messages appears. When WhatsApp detects that there's a new message, it briefly shows ""Checking for new messages"" in the notification panel before showing the message. This system ensured that I don't miss any message, although I don't know if this same experience applies to iOS.

You can even insert your custom background as your chat background and make the whole app turn into dark mode on supported and unsupported devices.

The last thing which I will tell you is that it's owned by Facebook (Mark Zuckerberg). The latest version of the app shows that it's from Metaverse.",Decent and dynamic messaging app despite flaws,4,SY
2020-07-23,j.scott,best app for texting,best app for texting,5,BG
2015-02-13,Jessica Waldorf,Brilliant invention which helps me stay in touch with dear people in a more private manner (in relation to the social networks).,The best app ever!,5,RS
2023-11-07,Richard Axon,"Allows scammers to continue using the app even after all the evidence, these people should be blocked, you company is helping cyber fraud instead of preventing it, disgraceful",Allows scammers to continue using the…,1,GB
2019-12-15,Tanya Shukla,"They are criminally negligent to ignore reports of identity thefts using their platform. I have requested that my account be deleted after it got hacked and the hacker was then contacting all my friends. However, all I get is computer generated messages. Just like banks are bound to deactivate cards after being stolen, WhatsApp must deactivate accounts that are stolen with immediate effect. I will be taking this negligence up legally as there is absolutely no sense of responsibility on behalf of WhatsApp which is appalling",They are criminally negligent to ignore…,1,GB
2023-12-07,Zebedee7 ,"I received a call earlier, they probably hung up not realising I heard my iPhone ring once - it came from Iran, I do not know anybody who lives there (I only know people who live in the UK). Complete scam. I reported this to WhatsApp but they’ve not been helpful, I do not use it nowadays unless only able to contact a company that way - only had to do this twice. I shall delete my account, as I did before. Cannot trust it.",I found I received a scam call,1,GB
2019-11-01,Ninaapril13 Nina April,"I lost my sim card. wanted to deactivate old number... changed whatsapp with a new number but old whatsapp still showing as a working account. tried to contact with service centre but no one answered.. need to add more details during registration example email, or another number in such a cases if I lost my whatsapp SIM card.",I lost my sim card,1,GE
2024-01-04,Pradeep Singh,My WhatsApp number is banned from yesterday morning no one is answering no customer support truely monopoly worst service not even replied by customer suppor,My WhatsApp number is banned from…,1,IN
2023-11-30,Keegan Vice,Great product and free to use. Too bad the US dies not use it,Great product and free to use,5,US
2020-12-17,nteere nteere,"Great and efficient eassy 2 use overall 
thanks for improvemtnt",Great and efficient eassy 2 use overall…,5,KE
2022-03-17,Paul Mckinley,"Make it impossible to see on a different phone.
Impossible to see access when you have phone stolen.
Back up should be easier.",Very annoying,1,GB
2020-08-16,Karl Werner,"cool.
I would say,that the app is very comfortable to use and very easy.I use it every day and i cant say,that it is bad or not good",cool.,3,CH
2020-07-09,Daniel Meeks,not  interested in this app at all,not  interested in this app at all,1,US
2021-05-23,Kyle Knight,"WhatsApp has always been my go to for general discussions and is a staple for everyone to socialise on.

I don’t get why WhatsApp forces people to show as online. Why can’t we just reply when we can and browse the app at our own leisure without feeling like we are ignoring people?",Good little app,4,GB
2024-02-14,Marnie,"Awful, randomly blocked our business account for no reason, impossible to get hold of anyone to get this sorted.",AVOID!!!!,1,GB
2019-05-03,Fiwa togbonou,"I've been using it for several years now and it's a good app. Also when they added the feature that allows you to delete messages already sent within the first 7min, I found that awesome. The only issue is that ~it leaves a notification that there is a deleted message~ that both you and the receiver can see which just make it worse because the receiver will now be asking you what you deleted and why, and If you don't want to talk about it (which is the reason why you deleted the message in the first place), it just makes the situation awkward.",Good app overall,4,US
2023-09-30,Jennifer Mast,I’m so disappointed with the new update and the addition of the channels. I felt that WhatsApp was a safe pla for my children but now with the channels option I do not feel that it is safe. I will be deleting four accounts because of this.,I’m so disappointed with the new update…,1,US
2014-09-10,salma tariq ,absolutely the ability to stay in contact with the family in 'OUR GROUP'..keep in touch and never miss a moment with the family!,what a brilliant app.,5,GB
2019-09-11,Jeff Friedman,"I love this service so much, use it every day!",I love this service so much,5,CA
2023-07-12,James Dawson,"WhatsApp is only working when connected to wifi. Also Instagram the same, so I presume it’s a meta issue as everything else on my phone is fine . It’s been like this for 4 months now and the only reply I get is this…..

Hi,

Thanks for your message.

Unfortunately, this issue is out of the scope of support that WhatsApp can provide.

If you have any other questions or concerns, please feel free to contact us. We'll be happy to help!",WhatsApp not working and support is useless,1,GB
2023-04-24,rose,"I really want to know if it's possible to forward messages and photos in the same order.
Say for example I have this in one chat...
Message 1
Photo 1
Message 2
Photo 2
Photo 3
Message 3
Photo 4
I want to be able to forward those messages and photos in that sequence to another chat.
However, what inevitably happens is that all the messages go through first... in the right order:
Message 1
Message 2
Message 3
Followed by all the photos... jumbled up:
Photo 4
Photo 2
Photo 1
Photo 3
This is my first time contacting customer support and I found it utterly soul destroying.
First they sent a standard response that didn't answer my question, just telling me how to forward messages generally. Then there was the genius idea of restarting my phone... you know when they tell you to restart your device they've got nothing.
When I persevered they told me they weren't able to understand me. English is my first language and I think my writing skills are good but I was told to try to be AS CLEAR AS POSSIBLE.
Finally, they sent a very vague response which didn't specifically refer to my question... there's no personalisation... but referred to the ""intended functionality"". I asked them to confirm it wasn't possible to do what I was asking but I got a quite frankly rude reply saying I'd already received an answer... and then no further response.
I don't believe it's their intended functionality. Who INTENDS for people to receive forwarded messages and photos all jumbled up... why would anyone want that? They obviously just don't have a way to do it and don't want to admit it.
I was shocked by the ""support"" anyway. The company obviously has a horrible image and reputation globally... their questionable (at best) morals are well known. Why would you want to be rude and unhelpful on top of that? They obviously don't care about their customers. The support is completely useless and unapologetically so. It also seems cold and unfriendly to not use names... it's just a faceless ""customer support"".
It's obvious why I use WhatsApp... because everyone does... but I absolutely hate the company and what they stand for and I'm even more clear now about the contempt they have for their customers. There's something in the media about WhatsApp maybe moving out of the UK if some new online safety laws are passed. I wouldn't mind. I would find some way to adapt as I'm sure everyone would.","Horrible horrible customer ""support""",1,GB
2020-09-10,oyama Siphula,"Cant get my backed up chats . I do back ups regularly and it always come successfully. When baught a new phone , I use same emails , number and username . No previous information could be found.",Cant get my backed up chats,2,ZA
2023-10-26,小飛,cannot use video chat well. need fix,cannot use video chat well,3,HK
2014-03-06,Azfar Khoja,"I am using whatsapp from last 2 years and I am really happy with this service, its really help me to communicate with my friends and family members, very much re-commanded, will always wish to use this service, EVER & EVER",Awesome message service ever used in my life,5,IN
2023-07-21,Imran Riaz,Very usefull app to contact of friends and family,Very usefull app to contact of friends…,5,PK
2024-02-10,Iconic Fotos,This used to be amazing and now it's rubbish. Can't upload multiple photos. Anyone suggest a better app?,This used to be amazing and now it's…,1,ES
2023-02-02,James Moore,"Me running my business on whatsApp as a TV and ppl messaging me for advertisement of their respective products, since they're too many of them to post with a time frame on it for each person's advert to go down I will schedule dem so I don't forget. Please whatsApp do something this..",Me running my business on whatsApp as a…,2,NG
2021-01-12,Uriyel Dill,Poor service,Ban WhatsApp,1,ZA
2022-11-28,Emihle Londwe,Three days now my whatsApp is not working,Three days now my whatsApp is not…I even tryed downloading the other versions but still,1,ZA
2020-08-31,Savaiola,"Comparing WhatsApp to the others
It the best that has many options 
Easy one for texting 
Transfers voice successfully without any problems",Comparing WhatsApp to the others,4,AU
2023-04-03,Simal Sethi,"It is good while the going is good. But, if you face any issues…then only GOD can help u for certainly their support will not.",Very poor customer service/ help,2,IN
2020-10-01,Sinead Banfield,Amazing that I can contact family and friends around the world for free 😊 it's changed my life!,Amazing that I can contact family and…,5,GB
2024-02-05,ניקולאי אין,"Everything was fine and i am using it for years on my personal account, but my business number used for months for clients support and sales is suddenly permanently banned for no obvious reason! Not received any response from support except bot message, worst experience ever, very frustrating, i have decided to quit using this for my business even if this costs me leads and i will recommend anyone to stay away! they are unreliable in my opinion",Everything was fine and i am using it…,1,IL
2021-03-14,Constantina Constantinou ,Fallen victim to fraud on WhatsApp and they blocked my account. Contacted their support for help multiple times but haven’t heard back and it’s been a month now. Worst customer experience I’ve ever had!!!!,Fallen victim to fraud on WhatsApp and…,1,GR
2023-05-12,Keabetswe Mokoena,I have a great experience with whatsapp...but sometimes it takes a time to receive the messages,I have a great experience with…,4,ZA
2023-03-19,Renzo Schauwecker,"This review focuses only on the customer service.
Whatsapp has become a necessary evil. This means that although many of us would like to try an alternative app, convincing all your contacts to move to another app would be quite difficult or impossible. It is a tad like Microsoft, that although there might be much better products out there, we just got used and dependent on it / them. These companies know about this and that is the reason why they don't really need to spend a lot or any resources on providing a true customer service. They know you would stick to using them, no matter what. These are the terms and conditions and that's it. They don't really care about you / us.
Having said that, this review focuses on one particular experience. My data.
I have never been very fond of creating backups in the ""cloud"" and I agree I am quite old school, creating backups on my PC. The reason might be the same as why I am writing this review. I want to have access to my information and data and not be subject to yet another provider's terms and conditions.
The PC backups I created on my PC can not be accessed anymore, after my mobile phone died. They are encrypted and there is apparently no way to restore or access them. Tried different alternatives and just because I don't go with the flow of allowing my data to be stored somewhere else, I can not access my data. Feels like data ransom to me. Anyway, I just got used to the idea of having lost all my historical information with no one to help me.
This does not even mention, what whatsapp / facebook might actually doing with my data on the first place, but the fact that I can not even access it, is just somehow astonishing.
As some users have mentioned, it used to be a great app, until it was acquired by Meta / FB.
Hoping you are not experiencing such a frustrating experience.",Customer Service non existent,1,DE
2019-11-18,Haliza Hamid,Whatsapp is great social media platform though. But I hope you put the dark mode.,Whatsapp is great social media platform…,4,MY
2021-12-17,steve na,this app is full of fake people who will scam u for money iv had them try to do it to me. im much smarter then they will ever be dont ever send money on this site to anyone fyi.,this app is full of fake people who…,1,US
2021-05-16,Pindad Darko,"This app always bans any number I use in registering WhatsApp anytime I create a group and add some few persons there. Immediately I create and add people to my group, I get banned within few seconds. Really annoying and frustrating.",This app always bans any number I use…,1,GH
2020-04-28,My post ,"Im not sure if i have been hacked.. Talking about a profile for something and said they will pick the black panther avatar for me as i like that... Then 2 hours later... While playing call of duty... Im invited to join a regiment, guess the name?

The black panter, very coincidental? Or what",Im not sure if i have been hacked.,1,GB
2023-05-11,Disillusioned,"Support is now just a broken bot. A complete waste of time asking for help with a WIN 10 desktop issue and being advised how to fix a damn MAC.
Update: I tried two more times to get some sense from their broken bot but the inference is that Signal and Telegram are good viable altrnatives",Support is now just a broken bot,1,SE
2023-08-25,Eric Mann,WhatsApp support is rubbish - run by bots. I wanted to know how a creator of a group could pass on the group without disbanding it and WhatsApp replied “if you want to delete a group…” total rubbish,WhatsApp support is rubbish,1,GB
2020-05-27,Pyjama Bear,There's absolutely no security. I could log into my account from another device without even entering a password. Anyone borrowing your phone for a second can scan a QR code and have permanent access to your account!,There's absolutely no security!,1,SE
2023-09-17,Steve Jones,It's rubbish. Don't bother,It's rubbish,1,GB
2021-01-12,Ngoc Yen Banh,Closed my accounts. Not going to use a service that suppresses free speech. New terms and conditions are for communism,Closed my accounts,1,AU
2016-05-26,Claire,"Indespensable in my routine. Recently it has been crashing loads of times on my phone, but still the best messaging app out there.",Wouldn't know how could I do without it!,5,GB
2022-04-17,John Bortolin,"Manipulative cubicle dweebs, like so many of that generation .across all online platforms One worst than the next Begging for some type of recognition.Horrible service",Manipulate cubicle dweebs,1,CA
2021-01-27,Manoj Nayak,Whatsapp is the best software application. In  messanging application. We can use this software very easily and comfortable. but it's privacy policy are not suitable for users,I am a user it was easy to use,3,IN
2020-10-10,Sagar,"Our number was passed along to pornograhic websites. What took place was gross invasion of privacy, sexual harassment and mental torture. We made a complaint to the customer service and they laughed at us. No one should be on this app.",Invasion of privacy and harassment,1,IN
2021-11-03,Olayinka,"I have had and still have this Scammer on my page always begging me for money. I filled the WhatsApp instruction to block,nothing happened. This Scammer completely plagued my life, I planned to quit my Whatsapp group.
I enjoy my group in whatsapp it will be a pain to quit.
Reading through other review, I discovered that other people are complaining mostly about the same problem and taking similar whatsapp measures that never work.",WHATSPP DOES NOT ACT ON COMPLAINTS.,2,GB
2013-04-20,Hunny Kaushal,"I love to use whatsapp but i rarely use it because i dont have internet connection on my phone, i rarely use it by using someone's wi fi",whatsapp is great app for phones,5,IN
2021-10-04,chaosgirl Minecraft,It doesn't work it's a bad app I don't like it,It doesn't work it's a bad app I don't…,1,DE
2021-02-11,H K,"Worst customer support on the planet!!

You ask for help and they reply back with an answer that is irrelevant to the question.  

Worst still when you reply back they in turn  reply back with a different answer that is again irrelevant.

The issues remains unresolved because they will not give any help.",Worst customer support on the planet!!,1,GB
2020-09-09,Shabeermon M,Hope whatsapp will start the live video streaming over mobile platform in groups..Can't wait...,Hope whatsapp will start the live video…,5,IN
2022-02-22,PPL,"I sent the following message to WhatsApp -
Had Whatsapp Web loaded on my iPad but having problems - deleted and reloaded Set up QR scanner on my iPhone but every time I scan the code from my iPad it recognises the code but fails to reload.
The app was working fine previously, but after many attempts, deleting/reloading on my iPad, cannot get the app to work.
Whatsapp on my iPhone has no problems, but why can’t I load on my iPad - it worked previously?
Would appreciate your advice on solving.
Thanks

WhatsApp respond with the same auto response, do not answer to provide a solution and ask to complete a customer questionnaire!!!!
Even when I resubmit I get the same response.
Waste of time.

Another three attempts with the same results - ask any questions and get same response!!!!",Never answer the question!!!!!,1,GB
2020-09-16,Aatif Shaikh,"Everything about his is great, just a little work on call quality would be ideal",Everything about his is great,5,US
2020-07-12,Mike Dennison,Recently implemented the business WhatsApp and its increased engagement rates,Recently implemented the business…,4,GB
2021-07-19,Pedpost Urgent Care,I hate it that you cant leave a group without people knowing. I really hate whatsapp.,I hate it that you cant leave a group…,1,US
2020-05-26,David A,Either they use chatbots or have the dumbest staff in the world. I have given up trying to set up Whatsapp for business. So disappointing.,Either they use chatbots or have the…,1,AU
2024-04-24,Nyinomugish A,"I now believe whatsapp is fully operated by robots and virtual assistants. Mi phone company went bust so that number was suddenly not receiving any calls or sms. I first thought it was mi phone so I uninstalled all apps and when I reinstalled, I couldn't receive the code to verify the number. I kept telling them I am willing to send documents to prove its mi number but they never reply apart from sending me to their faq!
I have all mi contacts in mi account and now I can't assess nothing! Could a human being please get back to me?",Whatsapp service not helpful,1,GB
2023-04-23,Utas,"As other people say too, WhatsApp has no support team but only bots that can't understand any context, or this people can't understand English and just try to guess where I want them to help me.
If this wouldn't be so serious, you could maybe laugh about the person that  thought:
""Hmm...🤔No support team for a service that has over 3 Billion users?
Yes😎.""

Even though a (human!!!) support team is expensive, its absolutely necessary if you are as big as WhatsApp because some things won't work as expected and FAQs are sometimes just useless...

PS: My request number is #611452944369194, you could still help me, and I would probably stay on WhatsApp...",Support?  ...of course not🫠,1,ZA
2024-05-27,Kaat,"Hey i have issues with my whatsapp account, i keep getting the message ‘you can no longer use whatsapp’ and after i appeal i get the message that my account has been restored. Soon after the problem returns.. how can i fix this? How can i reach whatsapp? Can anyone help me?",Hey i have issues with my whatsapp…,2,BE
2020-11-03,nozhan frouzandeh,"worst app ever... 
1-you must be in the chat to listen to a voice and when exiting the chat voice would stop.
2-when I remove a massage means I didn't want to be seen, then WhatsApp inform that I have removed it...
3-i want to edit my text, is that so hard to add?
4-what about showing how much size is downloaded and uploaded of each file so that we know how long we should wait????
5-for WhatsApp windows: YES I am connected to my phone, YES...YES...YES",worst app ever..,1,US
2023-04-02,Big Family,"Absolutely brilliant. 

A fantastic tool for family and business.",ABSOLUTELY BRILLIANT,5,GB
2021-10-19,Maisie Tee,"Leaving this app has been an ongoing disaster. I was told I'd successfully deleted my account 3 weeks ago, but my friends are still now asking why I'm ignoring their WhatsApp messages. I've put a lot of time, effort and screenshots from friends describing my issue very clearly to the WhatsApp help desk, but it's like talking to an AI. They'll give me brief conclusions to completely separate issues. No matter how clearly I explain the problem they're unable to understand, or simply not bothered. I expect the latter, as I've described it so that a child would understand, and said if it's still unclear I'm happy to talk over the phone. It's still unresolved.",Help Centre don't read my messages/don't care,1,GB
2023-12-30,Ahmed Awadallah,"En

‏If you want to lose your data, your chat archive, and all your memories suddenly, without warning. All you have to do is use the WhatsApp program...they canceled and deleted my account and the accounts of dozens of friends without reason or notice. This program also clearly stands on the side of the Zionists who kill women and children and does not respond to objection messages. This is the same policy followed in the occupied territories.

Fr

Si vous souhaitez perdre vos données, vos archives de discussion et tous vos souvenirs soudainement, sans avertissement. Tout ce que vous avez à faire est d'utiliser le programme WhatsApp... ils ont annulé et supprimé mon compte et les comptes de dizaines d'amis sans raison ni préavis. Ce programme se tient également clairement du côté des sionistes qui tuent des femmes et des enfants et ne le fait pas. répondre aux messages d’objection. C’est la même politique suivie dans les territoires occupés.

Esp

‏Si quieres perder tus datos, tu archivo de chat y todos tus recuerdos de repente, sin previo aviso. Todo lo que tienes que hacer es usar el programa WhatsApp... cancelaron y eliminaron mi cuenta y las cuentas de docenas de amigos sin motivo ni previo aviso. Este programa también está claramente del lado de los sionistas que matan a mujeres y niños y no responder a los mensajes de objeción. Ésta es la misma política que se sigue en los territorios ocupados.

اذا اردت ان تفقد بياناتك وأرشيف محادثاتك وكل ذكرياتك فجاه دون سابق انذار. فما عليك سوى استخدام برنامج الواتساب …قاموا بإلغاء وشطب حسابي وحسابات عشرات الأصدقاء دون سبب او اشعار كذلك هذا البرنامج وبشكل واضح يقف في صف الصهاينة قتلة النساء والاطفال ولا يرد على رسائل الاعتراض وهذه نفس السياسة المتبعة في الاراضي المحتلة",Dont trust whatsapp,1,TR
2023-10-30,Tanzeel Abbas,Easy to use for chatting and video call on low data,Easy to use for chatting and video call…,5,PK
2020-04-26,Morino,Good; it does what it is supposed to.,Good,4,SR
2023-07-19,White Paper,"WhatsApp doesn't allow you to schedule messages for an specific day and time. Why? Besides, when you erase a message that action should not leave a trace behind. I would also love WhatsApp to increase the amount of chats you can resend a message. Other thing I would love is to have the option to choose the level of privacy an specific chat gets, for example I don't want to get blue confirmation double check in the chat with my wife, but I do in the chat with my girlfriend 👋",WhatsApp doesn't allow you to schedule…,1,VE
2020-05-12,Bogdan Mihai,Certainly makes life easier.,Certainly makes life easier.,5,RO
2023-12-28,ahmed osman,I changed my number and now it’s a nightmare every time I place a call I get this message saying due to spam I have violated the terms of service and submit a review and wait for 24 hrs I submit wait get the code then again the same thing happens over and over to my knowledge I have not violated any terms of service I rarely post anything I just make  necessary calls which by the are very few,I changed my number and now it’s a…,1,KE
2022-07-10,JADB,It was practically impossible to get an answer to my problem. Despite repeatedly describing my issue all I got were responses copied and pasted from the FAQ site. The worst part is I have still got no idea where to go or whom to ask. It’s like screaming into a void.,Completely run by bots,1,GB
2017-06-02,Berenice J,"Very useful, working properly and whatsapp doesn't have a free talk tools!",Very useful,4,AU
2019-01-09,Sofia Soulfly,"Not good, not bad, just functional, but a bit heavy.",Decent app..,3,UA
2021-03-19,Jason Lin,"It is great app, it helps people to connect with each other instantly.",It is great app,5,US
2024-01-19,Carim Ahmed,Does not work properly Facebook messenger better them WhatsApp,Does not work properly Facebook…,2,GB
2019-09-09,Ron,"Poor. Period.No support contact via the App itself ! LOL. Ever wonder WHY Whatsapp wants your phone number, email address and full access to your contact list BEFORE you are able to access any support ?? First Whatsapp insists you do an update, and then demands a current phone number... before dropping all your profile and chat history on your existing account ! Zero option to contact support via App itself - talk about BIG BROTHER demanding all your personal info... to onsell to Fakebook business clients ??? Privacy people, PRIVACY, remember that ?? So much for offering encrypted chat....",Extremely Poor,1,AU
2022-03-31,Richard Bennett,"This is not a review of WhatsApp. I rely on the service for communication with my girlfriend who lives in another country to me.

I’m sure most people are aware of scams… but I just wanted to share my experience.

So I get a message from what appeared to be my son, saying his phone was damaged so was using a new number.
I was a little suspicious but went along with it for a while.

Then, he said he needed a bill paying as he couldn’t access his account yet.
Now my son is 9, so this confirmed it was a scam.

It said ‘of course I have a bank account’ to which I replied ‘9 year olds don’t have bank accounts’

The scammers then went quiet, of course!… so I blocked and deleted 

I’m only completing this review as a way of warning other people!

If in doubt… block and delete!",This is not a review of WhatsApp but a scam warning!,4,GB
2023-10-11,Andre G,My WhatsApp has been locked for hours and there is no way to unlock it. The SMS and call codes don't work. The issue is that THERE IS NO WAY TO TALK TO ANYONE IN THIS COMPANY. I just receive automated emails that don't address the issue. What kind of customer service is this?,Zero attention to my issue,1,CA
2023-07-06,Chris Lee,"Have used WhatsApp for a long time now. No issues. Instead of leaving voicemail like in the old days, leave a text and/or voice message. Tells you when it is sent with 1 tick, 2 ticks when received, ticks change colour when read. Except when either you or the person you have sent the message to have read receipt turned off.

Use it make international wifi calls to family and friends around the world for free",One of the best messaging apps,5,GB
2021-02-24,IPTV Spezialist,"Ich wurde gesperrt und bei 382 Tickets eröffnungen erhalte ich inmer die gleiche antwort die nicht stimmt. Ich soll messenger weiter nutzen können aber business nicht. ok aber es geht teotzdem nicht. Millionen Unternehmen und kein Telefon oder co support.

Your WhatsApp Business account is banned because your activity has violated our Commerce Policy.

Please review the WhatsApp Business Policy carefully to learn more about the appropriate uses of the WhatsApp Business app and the activities that violate our Terms of Service.

You may, however, continue using the registered number on the WhatsApp Messenger account for your personal use.

If we suspect that your business violates our commerce policy, we may not issue a warning before banning your business account. If you believe your activity didn’t violate our policy, please let us know. Make sure to provide details about the specific products and services you deal in on the WhatsApp Business app.

Note: WhatsApp reserves the right to modify, suspend, or terminate service for any reason without prior notice, at our sole discretion.

Diego 
WhatsApp Support Team

Take a look at our Help Center!",Ich wurde gesperrt und bei 382 Tickets…,1,DE
2021-02-16,Mrs VW,"AVOID!!!
This company sells your number to the third parties!!!  The third parties who are crooks, and I keep getting phone calls  with automated voice from HMRS, National Insurance, Tax Office, etc. all SCAMM!! the calls are threatening there has been an investigation for the tax crime I have commited!!! I had the same experience with Viber, that's why don't have it any longer. But as soon as I uninstalled viber, the phone calls stopped. And with Whatsapp it's a nightmare! I've removed it from my phone 3 weeks ago after the first scam call, and I still keep getting those annoying calls regularly!",AVOID!!! They sell your number to SCAMMERS!!!,1,GB
2023-01-31,Peter Ronald,"As someone who runs my business on WhatsApp and people message me for advertisements of their individual items, I'll schedule them so I don't forget because there are too many of them to post with a time period for each person's commercial to go up. Please do something about this WhatsApp.",someone that operates my business on WhatsApp and people are messaging me for advertisements of their individual items; because there are too many of them to post with a time period for each person,3,NG
2024-02-04,Luca Abichedid,"I am a person who uses a eye gaze computer to communicate. whatsapp lacks video, audio and voice calls. I always type out my thoughts and for me this is not an application I would use",I am a person who uses a eye gaze…,1,US
2021-01-10,Hashim,"The new privacy policies of watsapp is scary. We use the app only since it give much importance to privacy more than any other app. Privacy policy must change other wise we will chose signal for sure. We don't believe Facebook after American election issues. Be cautious with your customers and always remember ""customer is the king"".",The new privacy policies of watsapp is…,1,IN
2021-05-24,Mukherjee Enterprises,"Whatsapp is a great platform for communicating with friends and family. It's End to end encription to the chat system makes your chats very safe and secured. Besides, we have been doing our online classes of our students for more than 8 months through whatsapp group. Rather you will be able to share your location, using Google Map within the app in chat inbox features. So, out of all social media sites, Whatsapp is the best for sharing through chats due to it's varieties of unique features!",Whatsapp is a great platform for…,5,IN
2020-11-10,customer - Paul Crow,Ever tried dealing with this mob?Wait 24 hours - doubling every time you don't follow their non-existent rules - they are pathetic. Ask them a question - they IGNORE you - since being taken over by big business - they have introduced customer malaise. What did I do wrong for having to wait a week? Bought a new phone & tried to transfer to it! Naughty me!,Ever tried dealing with this mob? 1st wait 24 hours,1,GB
2020-04-07,Priyanshu Awasthi,Status timing is decreased why before it we have put 30 second status and now onward we have put only 15 seconds status why what is the problem,Status timing us decreased why before…,2,IN
2018-10-25,Nasir Ullah,Hay Whatsapp developer I was thinking about a feature that there should be a lock button during a video call. So if for example someone is on a video call and want to lock the screen like there is in MX player while watching a movie there is a lock option so your screen will be lock for the current window. Same thing while in video call there should be a lock option for video caller to lock the current screen.,Lock Button on Whatsapp Video Call,5,PK
